GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000255508	11	62327075	62359003	25	3	3508079	0.46567	0.32073	MIR3654
ENSG00000149016	11	62342517	62359649	9	3	3546151	0.20112	0.4203	TUT1
ENSG00000149480	11	62360686	62369312	12	3	3496773	0.72688	0.23365	MTA2
ENSG00000149499	11	62369690	62380237	15	2	3509497	0.74394	0.22846	EML3
ENSG00000149489	11	62379194	62382592	5	1	3535898	0.81486	0.20758	ROM1
ENSG00000089597	11	62392298	62414104	18	5	3493420	0.12635	0.44973	GANAB
ENSG00000185085	11	62414320	62420774	4	2	3379457	0.66093	0.25433	INTS5
ENSG00000255432	11	62417166	62432650	20	4	3421261	0.28879	0.38637	RP11-831H9.11
ENSG00000162194	11	62430287	62439727	14	2	3508499	0.60262	0.27338	C11orf48
ENSG00000214756	11	62432781	62435968	4	2	3483329	-0.18601	0.57378	METTL12
ENSG00000204922	11	62437745	62441159	7	1	3531444	0.8925	0.18606	C11orf83
ENSG00000162191	11	62443970	62446567	1	1	3376520	0.23398	0.4075	UBXN1
ENSG00000177363	11	62453874	62457371	2	1	3332983	1.863	0.031231	LRRN4CL
ENSG00000168000	11	62457747	62477317	32	5	3517921	2.3022	0.010661	BSCL2
ENSG00000234857	11	62457747	62494856	55	7	3515226	2.1867	0.014381	HNRNPUL2-BSCL2
ENSG00000162188	11	62475130	62476673	2	1	3527250	1.9579	0.02512	GNG3
ENSG00000214753	11	62480102	62494821	18	4	3525642	2.0523	0.020068	HNRNPUL2
ENSG00000162222	11	62495541	62507765	19	4	3465414	1.7469	0.040325	TTC9C
ENSG00000185670	11	62515791	62521660	5	2	3521246	1.2396	0.10756	ZBTB3
ENSG00000168002	11	62529016	62534182	4	2	3415664	0.53485	0.29638	POLR2G
ENSG00000162227	11	62538775	62554814	22	6	3483378	0.79663	0.21283	TAF6L
ENSG00000168569	11	62539101	62559493	28	8	3490049	1.2325	0.10887	TMEM223
ENSG00000185475	11	62554887	62557877	4	2	3479832	2.1495	0.015799	TMEM179B
ENSG00000162231	11	62559595	62573774	6	3	3533402	1.9205	0.027395	NXF1
ENSG00000162236	11	62574369	62599560	14	9	3518699	2.6639	0.0038616	STX5
ENSG00000133316	11	62599814	62609281	12	7	3448017	1.2461	0.10636	WDR74
ENSG00000168003	11	62623518	62656352	14	5	3463401	2.0947	0.0181	SLC3A2
ENSG00000168539	11	62676151	62689279	25	7	3538927	1.1651	0.12199	CHRM1
ENSG00000197901	11	62703857	62752455	96	13	3521811	2.4085	0.0080084	SLC22A6
ENSG00000149452	11	62756626	62783311	38	14	3504379	3.1277	0.00088081	SLC22A8
ENSG00000197658	11	62847412	62911693	262	9	3525202	0.49734	0.30948	SLC22A24
ENSG00000184999	11	62905339	63137190	436	18	3535047	2.0528	0.020048	SLC22A10
ENSG00000196600	11	62931248	62997124	179	10	3539951	1.753	0.039801	SLC22A25
ENSG00000149742	11	63137261	63177766	84	13	3533490	2.1889	0.014302	SLC22A9
ENSG00000168004	11	63228876	63258666	40	6	3464905	0.64899	0.25817	HRASLS5
ENSG00000133317	11	63273556	63284246	14	3	3465690	0.66409	0.25332	LGALS12
ENSG00000133321	11	63304281	63313934	3	2	3480457	0.23286	0.40793	RARRES3
ENSG00000133328	11	63320242	63330855	7	2	3523356	0.28023	0.38965	HRASLS2
ENSG00000176485	11	63340667	63384355	26	6	3490959	0.094056	0.46253	PLA2G16
ENSG00000184743	11	63391559	63439393	40	2	3529932	-0.50704	0.69394	ATL3
ENSG00000133318	11	63448918	63527363	48	3	3528683	-1.1514	0.87522	RTN3
ENSG00000168005	11	63580860	63595190	16	3	3513439	4.5047	3.3232e-06	C11orf84
ENSG00000072518	11	63606400	63678491	78	6	3537129	6.0966	5.4171e-10	MARK2
ENSG00000167771	11	63678693	63684316	4	1	3461876	4.1376	1.7545e-05	RCOR2
ENSG00000110583	11	63706431	63724800	22	3	3531164	4.4401	4.4963e-06	NAA40
ENSG00000176340	11	63742079	63744015	1	1	3583863	3.8914	4.984e-05	COX8A
ENSG00000256100	11	63742092	63755818	18	3	3567423	4.2868	9.0623e-06	AP000721.4
ENSG00000167770	11	63753325	63769283	19	3	3553329	3.9925	3.2689e-05	OTUB1
ENSG00000133315	11	63766030	63933578	339	42	3535456	6.9187	2.2784e-12	MACROD1
ENSG00000126500	11	63870660	63886645	46	9	3541374	4.6993	1.3053e-06	FLRT1
ENSG00000168439	11	63952744	63972015	38	9	3496933	4.1892	1.3994e-05	STIP1
ENSG00000149781	11	63974150	63991354	31	8	3543031	4.0465	2.5992e-05	FERMT3
ENSG00000149743	11	63991271	63993726	5	3	3472050	1.6076	0.053963	TRPT1
ENSG00000149761	11	63993413	63998158	7	3	3533472	1.7936	0.036437	NUDT22
ENSG00000110011	11	63997750	64001758	8	4	3534032	2.5473	0.0054279	DNAJC4
ENSG00000173511	11	64002010	64006259	3	2	3511982	1.8069	0.03539	VEGFB
ENSG00000173486	11	64008475	64011604	3	2	3521843	2.7953	0.0025929	FKBP2
ENSG00000173457	11	64011956	64014413	5	2	3435685	2.4818	0.0065367	PPP1R14B
ENSG00000149782	11	64018995	64036622	27	10	3520704	3.9529	3.8599e-05	PLCB3
ENSG00000002330	11	64037302	64052176	19	8	3563236	3.9752	3.516e-05	BAD
ENSG00000173264	11	64037534	64056972	25	10	3542190	4.0368	2.7089e-05	GPR137
ENSG00000182450	11	64058774	64067503	6	2	3431333	0.59783	0.27498	KCNK4
ENSG00000219435	11	64067863	64072242	7	3	3495237	1.6257	0.052009	TEX40
ENSG00000173153	11	64073044	64084215	8	3	3537203	3.1956	0.00069768	ESRRA
ENSG00000173113	11	64083932	64085556	3	1	3570777	1.5227	0.063919	TRMT112
ENSG00000126432	11	64085560	64089283	4	2	3500334	5.056	2.1403e-07	PRDX5
ENSG00000168071	11	64107695	64125006	38	7	3544579	3.4006	0.00033622	CCDC88B
ENSG00000162302	11	64126620	64139687	23	3	3560057	3.4545	0.00027566	RPS6KA4
ENSG00000181908	11	64216546	64219126	3	2	3562210	3.1203	0.00090346	AP003774.4
ENSG00000168065	11	64323098	64340347	20	3	3488381	0.50552	0.3066	SLC22A11
ENSG00000197891	11	64358113	64369820	32	3	3559836	2.6301	0.0042676	SLC22A12
ENSG00000110076	11	64373646	64490660	123	9	3545501	3.5896	0.00016557	NRXN2
ENSG00000068831	11	64494383	64512928	15	2	3545996	1.4835	0.068965	RASGRP2
ENSG00000068976	11	64513861	64527769	17	2	3527752	1.5019	0.066558	PYGM
ENSG00000168066	11	64532078	64546258	10	2	3533578	1.8449	0.032529	SF1
ENSG00000168067	11	64556290	64570713	4	1	3445636	1.2476	0.10608	MAP4K2
ENSG00000133895	11	64570982	64578766	6	2	3525159	2.1263	0.016741	MEN1
ENSG00000171219	11	64590859	64612041	38	5	3444667	-0.013147	0.50524	CDC42BPG
ENSG00000110047	11	64619114	64655768	52	7	3491915	1.3272	0.092215	EHD1
ENSG00000110046	11	64662007	64684722	39	3	3527885	1.2969	0.097337	ATG2A
ENSG00000068971	11	64685025	64701945	31	6	3527761	1.6735	0.047113	PPP2R5B
ENSG00000149735	11	64701943	64703360	2	1	3463952	1.9557	0.025253	GPHA2
ENSG00000168070	11	64704989	64739557	83	8	3551725	2.1835	0.014498	C11orf85
ENSG00000168062	11	64755415	64764517	17	6	3544656	2.8004	0.0025522	BATF2
ENSG00000213465	11	64781585	64789656	17	4	3469888	1.3143	0.094367	ARL2
ENSG00000273003	11	64781654	64808042	77	11	3520280	0.65531	0.25613	RP11-399J13.3
ENSG00000110025	11	64794880	64808044	46	5	3524268	0.32105	0.37409	SNX15
ENSG00000168061	11	64808373	64812300	11	3	3536630	-0.89103	0.81354	SAC3D1
ENSG00000168060	11	64812290	64826021	15	5	3540202	1.2444	0.10668	NAALADL1
ENSG00000146670	11	64833772	64851636	37	11	3525897	1.2132	0.11253	CDCA5
ENSG00000162300	11	64851695	64855870	2	1	3480192	0.58543	0.27913	ZFPL1
ENSG00000187066	11	64852451	64856847	6	3	3549070	0.4811	0.31522	TMEM262
ENSG00000149823	11	64856796	64879332	32	9	3508297	1.1965	0.11574	VPS51
ENSG00000149809	11	64879317	64883856	8	2	3544027	0.39932	0.34483	TM7SF2
ENSG00000174276	11	64883875	64885170	1	1	3583863	1.1068	0.1342	ZNHIT2
ENSG00000149806	11	64888100	64889945	3	2	3460768	-1.013	0.84446	FAU
ENSG00000162298	11	64889252	64902004	15	6	3492353	1.7146	0.043211	SYVN1
ENSG00000149792	11	64889655	64894843	6	3	3475795	1.5619	0.059156	MRPL49
ENSG00000204710	11	64937625	64940715	4	2	3386467	1.6337	0.051166	SPDYC
ENSG00000254614	11	64945077	64949305	10	4	3508973	-0.25514	0.60069	AP003068.23
ENSG00000014216	11	64948037	64979477	56	9	3522472	1.761	0.039118	CAPN1
ENSG00000014138	11	65029233	65073060	43	7	3536670	0.99463	0.15996	POLA2
ENSG00000149798	11	65082289	65089900	10	4	3445055	1.6141	0.053248	CDC42EP2
ENSG00000133884	11	65101225	65120720	21	7	3532188	3.6806	0.00011633	DPF2
ENSG00000173825	11	65122238	65125084	4	2	3583863	3.3175	0.00045417	TIGD3
ENSG00000162241	11	65142663	65151172	9	4	3480426	4.1596	1.5938e-05	SLC25A45
ENSG00000126391	11	65154070	65180996	33	9	3491283	1.2505	0.10557	FRMD8
ENSG00000173727	11	65222728	65234028	23	3	3499120	2.6156	0.004454	AP000769.1
ENSG00000142186	11	65292548	65306175	16	6	3550600	4.8959	4.8921e-07	SCYL1
ENSG00000168056	11	65306276	65326401	20	5	3471672	4.3108	8.1336e-06	LTBP3
ENSG00000173465	11	65337901	65341413	6	2	3485693	1.5973	0.055097	SSSCA1
ENSG00000176973	11	65339820	65341669	2	1	3289354	0.72562	0.23404	FAM89B
ENSG00000173442	11	65343509	65360121	23	8	3513829	3.181	0.00073377	EHBP1L1
ENSG00000269018	11	65358665	65359947	1	1	3176396	1.0485	0.1472	AP001362.1
ENSG00000173338	11	65360326	65363467	3	2	3461664	2.6222	0.0043683	KCNK7
ENSG00000173327	11	65365226	65382853	26	5	3527677	2.1769	0.014743	MAP3K11
ENSG00000197136	11	65383244	65404910	22	8	3523104	0.97985	0.16358	PCNXL3
ENSG00000213445	11	65405568	65418401	19	6	3527629	1.0623	0.14405	SIPA1
ENSG00000173039	11	65421067	65430565	11	4	3546213	1.9488	0.025662	RELA
ENSG00000172977	11	65479467	65487075	23	6	3500534	1.9853	0.023558	KAT5
ENSG00000172922	11	65482367	65488418	15	5	3482956	1.3792	0.083912	RNASEH2C
ENSG00000254470	11	65543364	65548273	7	3	3571405	2.5454	0.0054584	AP5B1
ENSG00000172818	11	65554493	65564690	23	5	3505422	1.7673	0.038591	OVOL1
ENSG00000172757	11	65590493	65629497	67	12	3531179	2.2035	0.013779	CFL1
ENSG00000172803	11	65601112	65624367	29	9	3523095	2.099	0.017907	SNX32
ENSG00000172732	11	65624597	65635124	22	3	3562079	1.1617	0.12267	MUS81
ENSG00000172638	11	65633912	65641063	11	2	3530178	2.4597	0.006952	EFEMP2
ENSG00000172543	11	65647280	65651212	7	3	3573499	1.4604	0.072084	CTSW
ENSG00000172500	11	65651212	65656010	7	1	3583805	0.2203	0.41282	FIBP
ENSG00000175602	11	65657875	65659105	2	1	3583661	1.0719	0.14188	CCDC85B
ENSG00000175592	11	65659520	65668044	20	5	3529382	2.1798	0.014636	FOSL1
ENSG00000175573	11	65684279	65686588	5	1	3413649	0.80928	0.20918	C11orf68
ENSG00000175467	11	65729160	65747299	46	7	3537206	0.74014	0.22961	SART1
ENSG00000175376	11	65764016	65769647	20	3	3534788	0.24355	0.40379	EIF1AD
ENSG00000175334	11	65769550	65771620	8	3	3550929	0.81318	0.20806	BANF1
ENSG00000175315	11	65779312	65780976	3	1	3509095	-0.94599	0.82792	CST6
ENSG00000175294	11	65784223	65793988	21	4	3557929	1.4101	0.079261	CATSPER1
ENSG00000175229	11	65809423	65816651	11	2	3528421	0.39568	0.34617	GAL3ST3
ENSG00000087365	11	65818200	65836779	25	4	3552215	0.68985	0.24514	SF3B2
ENSG00000255038	11	65834748	65837090	3	2	3570777	-0.21302	0.58434	RP11-1167A19.2
ENSG00000175115	11	65837834	66012218	268	15	3531277	0.38041	0.35182	PACS1
ENSG00000174996	11	66024765	66035331	14	4	3570151	0.3219	0.37377	KLC2
ENSG00000174903	11	66036004	66044963	17	6	3505820	-0.1377	0.55476	RAB1B
ENSG00000174871	11	66045661	66052772	7	3	3556023	0.69502	0.24352	CNIH2
ENSG00000174851	11	66052051	66056641	6	2	3495682	-0.28518	0.61225	YIF1A
ENSG00000179292	11	66059341	66064135	8	5	3547598	1.2753	0.1011	TMEM151A
ENSG00000174807	11	66081958	66084515	2	1	3567623	-1.0646	0.85646	CD248
ENSG00000174791	11	66097713	66104311	17	4	3567644	1.2267	0.10998	RIN1
ENSG00000174744	11	66104804	66112596	13	4	3579931	1.4753	0.07006	BRMS1
ENSG00000174684	11	66112843	66115163	1	1	3583863	0.64057	0.2609	B3GNT1
ENSG00000255468	11	66115421	66132275	30	4	3544663	1.5894	0.055989	RP11-867G23.8
ENSG00000174669	11	66129992	66139685	16	3	3531353	1.759	0.039287	SLC29A2
ENSG00000174576	11	66188475	66194178	5	2	3533263	1.6451	0.049979	NPAS4
ENSG00000174547	11	66202546	66234209	28	8	3551635	2.1722	0.014919	MRPL11
ENSG00000174516	11	66234216	66244808	14	3	3550440	2.4009	0.0081778	PELI3
ENSG00000254986	11	66247484	66277130	52	4	3554448	2.4468	0.0072059	DPP3
ENSG00000256349	11	66276550	66301084	45	5	3536308	2.4354	0.0074386	CTD-3074O7.11
ENSG00000174483	11	66278077	66301098	41	5	3544699	2.4577	0.006992	BBS1
ENSG00000174165	11	66288108	66313709	48	5	3531015	2.1979	0.013978	ZDHHC24
ENSG00000174080	11	66330934	66336312	13	3	3564894	2.1732	0.014884	CTSF
ENSG00000182791	11	66357640	66360554	4	2	3531948	4.0437	2.6305e-05	CCDC87
ENSG00000173992	11	66360292	66373490	11	4	3489245	3.7616	8.4421e-05	CCS
ENSG00000239306	11	66384053	66394818	6	3	3526793	3.2175	0.00064658	RBM14
ENSG00000248643	11	66384097	66413940	21	6	3513753	3.8452	6.0225e-05	RBM14-RBM4
ENSG00000173933	11	66384097	66434153	36	9	3517230	3.8927	4.9564e-05	RBM4
ENSG00000173914	11	66432469	66445392	12	6	3528228	4.0715	2.3357e-05	RBM4B
ENSG00000173898	11	66452719	66496697	26	10	3510039	3.4267	0.0003055	SPTBN2
ENSG00000173715	11	66511922	66610987	74	15	3544251	1.5992	0.054886	C11orf80
ENSG00000173653	11	66610306	66614017	5	3	3567146	1.119	0.13157	RCE1
ENSG00000173599	11	66615704	66725847	175	21	3548791	3.0583	0.0011129	PC
ENSG00000173621	11	66624118	66627946	2	1	3583332	1.8141	0.03483	LRFN4
ENSG00000173237	11	66742748	66744475	2	1	3583863	0.14861	0.44093	C11orf86
ENSG00000173227	11	66774249	66818334	33	13	3534546	2.4059	0.008067	SYT12
ENSG00000173156	11	66824289	66839484	22	5	3533224	3.3381	0.00042175	RHOD
ENSG00000173120	11	66886740	67025558	136	16	3465464	2.2491	0.012252	KDM2A
ENSG00000179038	11	66963391	66964638	2	1	3543048	3.0889	0.0010046	AP001885.1
ENSG00000173020	11	67033881	67054027	13	3	3464320	1.6492	0.049552	ADRBK1
ENSG00000172932	11	67056018	67069956	15	3	3458699	1.5879	0.05615	ANKRD13D
ENSG00000172830	11	67070919	67080078	13	8	3517336	2.3478	0.0094435	SSH3
ENSG00000175482	11	67118248	67124443	9	3	3473534	1.8804	0.030028	POLD4
ENSG00000175505	11	67131639	67141648	20	4	3501281	1.8748	0.03041	CLCF1
ENSG00000172613	11	67159176	67165881	14	5	3503618	1.57	0.058205	RAD9A
ENSG00000172531	11	67165654	67188654	39	6	3499812	1.5297	0.063049	PPP1CA
ENSG00000175463	11	67171386	67177560	13	4	3547798	1.5603	0.059344	TBC1D10C
ENSG00000172508	11	67182439	67193078	17	4	3510583	2.0857	0.018504	CARNS1
ENSG00000175634	11	67195931	67202872	10	2	3543255	0.63292	0.26339	RPS6KB2
ENSG00000213402	11	67202981	67205538	4	1	3571863	1.116	0.13222	PTPRCAP
ENSG00000172725	11	67205519	67211292	5	2	3475072	1.4458	0.074114	CORO1B
ENSG00000175544	11	67219877	67226699	8	3	3544027	1.4527	0.073155	CABP4
ENSG00000172663	11	67231824	67236743	2	1	3563077	1.3673	0.085763	TMEM134
ENSG00000110711	11	67250512	67258574	7	2	3482329	1.7769	0.037793	AIP
ENSG00000110697	11	67259239	67273734	6	4	3468606	1.2201	0.11122	PITPNM1
ENSG00000167791	11	67286383	67290899	4	2	3561020	1.7986	0.036041	CABP2
ENSG00000084207	11	67351066	67354131	7	2	3538336	1.5009	0.066693	GSTP1
ENSG00000184224	11	67370351	67374177	6	2	3583863	-0.32713	0.62821	C11orf72
ENSG00000167792	11	67374323	67380006	4	2	3564264	0.49545	0.31014	NDUFV1
ENSG00000167799	11	67395409	67397401	4	2	3567623	-1.7447	0.95948	NUDT8
ENSG00000167800	11	67398774	67407031	28	5	3518298	0.045223	0.48196	TBX10
ENSG00000132744	11	67410026	67418130	23	4	3543735	1.2451	0.10654	ACY3
ENSG00000132746	11	67429633	67448671	44	4	3522289	1.016	0.15481	ALDH3B2
ENSG00000110057	11	67758575	67772452	22	4	3534760	1.14	0.12714	UNC93B1
ENSG00000006534	11	67776048	67796744	49	6	3526636	0.60683	0.27198	ALDH3B1
ENSG00000110717	11	67798084	67804111	10	3	3495152	1.1342	0.12835	NDUFS8
ENSG00000110719	11	67806483	67818362	16	5	3513440	0.58545	0.27912	TCIRG1
ENSG00000110721	11	67820326	67888911	69	10	3529582	1.2954	0.097594	CHKA
ENSG00000110066	11	67922330	67981295	82	8	3522011	1.7287	0.04193	SUV420H1
ENSG00000171067	11	68028803	68039469	18	6	3560745	0.92525	0.17742	C11orf24
ENSG00000162337	11	68080077	68216743	276	21	3500618	2.221	0.013175	LRP5
ENSG00000110075	11	68228186	68382802	278	12	3535680	0.72797	0.23331	PPP6R3
ENSG00000069482	11	68451247	68458643	13	3	3375634	4.3104	8.1466e-06	GAL
ENSG00000132749	11	68474908	68519032	68	6	3424568	4.0894	2.1625e-05	MTL5
ENSG00000110090	11	68522088	68611878	152	18	3476759	3.0071	0.0013186	CPT1A
ENSG00000197345	11	68658744	68671303	24	6	3536546	0.0067458	0.49731	MRPL21
ENSG00000132740	11	68671310	68708070	94	9	3520847	1.2765	0.10089	IGHMBP2
ENSG00000172938	11	68747490	68748455	2	1	3567441	0.13708	0.44548	MRGPRD
ENSG00000172935	11	68771863	68780877	18	6	3530736	1.7948	0.03634	MRGPRF
ENSG00000162341	11	68816365	68858072	109	6	3535327	0.5286	0.29854	TPCN2
ENSG00000172927	11	69061605	69182494	169	24	3517977	0.054071	0.47844	MYEOV
ENSG00000110092	11	69455855	69469242	18	5	3526861	2.3348	0.0097778	CCND1
ENSG00000149716	11	69467844	69490184	32	5	3526654	1.3312	0.091562	ORAOV1
ENSG00000162344	11	69513000	69519410	3	2	3473265	0.11547	0.45404	FGF19
ENSG00000268351	11	69587254	69587718	1	1	3583863	-0.096152	0.5383	AP001888.1
ENSG00000075388	11	69587797	69590171	7	2	3519776	0.26326	0.39618	FGF4
ENSG00000186895	11	69624992	69633792	37	5	3509942	-0.54586	0.70742	FGF3
ENSG00000131620	11	69924408	70035634	383	47	3527531	0.22127	0.41244	ANO1
ENSG00000168040	11	70049269	70053496	5	1	3492786	-0.066974	0.5267	FADD
ENSG00000131626	11	70116806	70230509	212	8	3506903	0.73423	0.2314	PPFIA1
ENSG00000085733	11	70244510	70282690	44	7	3523569	1.6478	0.049692	CTTN
ENSG00000162105	11	70313961	70963623	1582	127	3508576	5.8284	2.7973e-09	SHANK2
ENSG00000172893	11	71139239	71163914	29	3	3529186	0.34918	0.36348	DHCR7
ENSG00000172890	11	71164155	71235153	163	8	3530580	0.97035	0.16594	NADSYN1
ENSG00000244411	11	71238313	71239210	2	1	3396370	-0.65973	0.74529	KRTAP5-7
ENSG00000254997	11	71259466	71260653	1	1	3551383	0.31521	0.3763	KRTAP5-9
ENSG00000204572	11	71276609	71279980	9	2	3562280	-0.62095	0.73268	KRTAP5-10
ENSG00000158483	11	71498556	71512282	7	1	3406681	-1.4417	0.9253	FAM86C1
ENSG00000184276	11	71544246	71548756	1	1	3144277	0.58254	0.2801	DEFB108B
ENSG00000254469	11	71576555	71639700	217	5	3487389	0.045268	0.48195	RP11-849H4.2
ENSG00000137522	11	71639747	71708643	163	7	3505375	0.37985	0.35203	RNF121
ENSG00000137496	11	71709587	71716761	12	3	3498863	0.26665	0.39487	IL18BP
ENSG00000137497	11	71713910	71791739	129	5	3508410	-0.098771	0.53934	NUMA1
ENSG00000184154	11	71791382	71821828	48	3	3521816	-0.19603	0.57771	LRTOMT
ENSG00000149357	11	71796941	71814433	26	2	3519623	-0.17164	0.56814	LAMTOR1
ENSG00000110200	11	71817424	71823826	8	2	3546426	-0.44831	0.67303	ANAPC15
ENSG00000110203	11	71825915	71850936	76	7	3527681	-0.24556	0.59699	FOLR3
ENSG00000110195	11	71900602	71907345	17	6	3462589	-0.62193	0.73301	FOLR1
ENSG00000165457	11	71927645	71932994	6	2	3561713	0.13677	0.44561	FOLR2
ENSG00000165458	11	71934745	71950149	22	5	3524096	-0.78806	0.78467	INPPL1
ENSG00000165462	11	71950121	71956708	6	2	3473679	-1.6058	0.94584	PHOX2A
ENSG00000162129	11	72003469	72145692	189	11	3542234	-0.0050997	0.50203	CLPB
ENSG00000186642	11	72287185	72385635	253	25	3533138	3.3457	0.00041042	PDE2A
ENSG00000186635	11	72396114	72504644	254	19	3533221	-0.075627	0.53014	ARAP1
ENSG00000214530	11	72465774	72504726	71	9	3545462	0.0095823	0.49618	STARD10
ENSG00000168010	11	72525353	72554719	24	11	3488249	1.6611	0.048345	ATG16L2
ENSG00000137478	11	72547790	72853306	180	29	3530261	0.51876	0.30196	FCHSD2
ENSG00000175591	11	72929343	72947397	31	10	3527321	0.61031	0.27083	P2RY2
ENSG00000171631	11	72975550	73009662	52	3	3518015	3.2545	0.00056803	P2RY6
ENSG00000110237	11	73019334	73080136	66	6	3521525	5.7928	3.4615e-09	ARHGEF17
ENSG00000054967	11	73087309	73108519	33	5	3541866	5.8976	1.8441e-09	RELT
ENSG00000054965	11	73111532	73309234	222	15	3527888	6.1732	3.3471e-10	FAM168A
ENSG00000021300	11	73357223	73373864	52	10	3546868	4.5921	2.1942e-06	PLEKHB1
ENSG00000175582	11	73386683	73472182	217	24	3485584	4.2886	8.9894e-06	RAB6A
ENSG00000175581	11	73498361	73576178	248	18	3531194	3.5651	0.00018188	MRPL48
ENSG00000181924	11	73583712	73588033	9	4	3518838	3.584	0.00016916	COA4
ENSG00000175575	11	73587744	73638790	133	14	3504696	2.6141	0.0044733	PAAF1
ENSG00000187726	11	73661364	73681411	70	13	3511498	3.6967	0.00010923	DNAJB13
ENSG00000175567	11	73685712	73694352	12	2	3556020	0.41946	0.33744	UCP2
ENSG00000175564	11	73711326	73720480	25	5	3552798	2.7971	0.002578	UCP3
ENSG00000168014	11	73723763	73882255	308	18	3521511	3.4575	0.00027261	C2CD3
ENSG00000214517	11	73882144	73965748	159	11	3491723	3.0729	0.00106	PPME1
ENSG00000149380	11	73946846	74022702	190	18	3500309	3.0596	0.0011083	P4HA3
ENSG00000165434	11	74041363	74109518	160	15	3500470	3.5181	0.00021731	PGM2L1
ENSG00000175538	11	74165886	74178774	34	8	3524560	0.083194	0.46685	KCNE3
ENSG00000175536	11	74202757	74204778	5	2	3540734	1.4379	0.075227	LIPT2
ENSG00000077514	11	74204896	74380162	511	28	3527742	1.1786	0.11927	POLD3
ENSG00000054938	11	74407474	74442430	68	16	3542890	0.79686	0.21277	CHRDL2
ENSG00000166439	11	74459913	74553458	141	12	3538027	0.90821	0.18188	RNF169
ENSG00000166435	11	74518784	74660245	201	22	3531483	1.6621	0.048245	XRRA1
ENSG00000118363	11	74660292	74690076	43	7	3538404	1.6959	0.044953	SPCS2
ENSG00000162139	11	74699179	74729938	48	10	3541283	1.5767	0.057437	NEU3
ENSG00000171561	11	74799758	74800799	1	1	3375077	-0.37239	0.6452	OR2AT4
ENSG00000137491	11	74811608	74917594	303	21	3532040	0.12975	0.44838	SLCO2B1
ENSG00000261594	11	74951950	74954742	4	1	3531423	0.59972	0.27435	TPBGL
ENSG00000137486	11	74975226	75062873	146	27	3552681	1.5799	0.057068	ARRB1
ENSG00000149273	11	75110530	75133324	31	7	3503533	0.51117	0.30462	RPS3
ENSG00000149243	11	75133438	75141674	6	3	3478660	0.68092	0.24796	KLHL35
ENSG00000158555	11	75145685	75236948	202	20	3533059	-0.67169	0.74911	GDPD5
ENSG00000149257	11	75273101	75283828	31	4	3552732	-0.27785	0.60944	SERPINH1
ENSG00000171533	11	75297963	75380165	126	13	3522952	-0.4115	0.65965	MAP6
ENSG00000166391	11	75428864	75444003	22	6	3537291	1.2598	0.10388	MOGAT2
ENSG00000062282	11	75470557	75512579	39	4	3539022	1.8832	0.029838	DGAT2
ENSG00000198382	11	75526212	75854239	470	17	3518169	0.55835	0.2883	UVRAG
ENSG00000085741	11	75897369	75921780	66	12	3534502	1.3623	0.086544	WNT11
ENSG00000137492	11	76061000	76092015	54	14	3538061	1.1584	0.12335	PRKRIR
ENSG00000179240	11	76092357	76125663	97	14	3526322	0.36673	0.35691	RP11-111M22.2
ENSG00000158636	11	76155967	76264069	153	17	3530296	2.0571	0.019839	C11orf30
ENSG00000137507	11	76368568	76381791	29	8	3558567	2.0683	0.019305	LRRC32
ENSG00000182704	11	76493295	76509198	37	6	3516725	3.6699	0.00012134	TSKU
ENSG00000078124	11	76571911	76737841	264	5	3516318	-0.85917	0.80488	ACER3
