Location,ID,PANEL_clean_short,TWAS.Z,TWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4,Low_PP3_0.2,Colocalised
chr9:128024110-128127290,GAPVD1,CMC DLPFC Sp...,4.869,1.12e-06,0,0.009,0,0.321,0.67,No,No
chr9:129677053-129985445,RALGPS1,GTEx Thyroid,-5.70296,1.18e-08,0,0,0,0.026,0.974,Yes,Yes
chr9:129986544-130155939,GARNL3,GTEx Cerebel...,-5.44105,5.3e-08,0.004,0.001,0.742,0.142,0.111,Yes,No
chr9:130267618-130341268,FAM129B,GTEx Pituita...,5.4679,4.55e-08,0.11,0.019,0.681,0.115,0.076,Yes,No
chr9:132596977-132644107,USP20,PsychENCODE,-5.25933,1.45e-07,0,0.102,0,0.859,0.039,No,No
chr9:136895427-136933657,BRD3,PsychENCODE,-4.94144,7.75e-07,0,0.001,0,0.849,0.151,No,No
chr9:136896708-136933657,BRD3,GTEx Pituita...,-5.758,8.51e-09,0,0,0.02,0.009,0.97,Yes,Yes
chr10:5807186-5884095,GDI2,PsychENCODE,-4.9873,6.12e-07,0,0.016,0,0.871,0.113,No,No
chr10:5807186-5884095,GDI2,GTEx Whole B...,-5.4789,4.28e-08,0,0.008,0,0.933,0.059,No,No
chr10:5807186-5884095,GDI2,YFS Blood,-5.06353,4.12e-07,0,0.008,0,0.968,0.024,No,No
chr10:5932194-5979556,FBXO18,GTEx Pituita...,5.06654,4.05e-07,0,0,0.022,0.011,0.967,Yes,Yes
chr10:21823094-22032559,MLLT10,GTEx Thyroid,5.39852,6.72e-08,0.003,0.001,0.254,0.054,0.689,Yes,No
chr10:21823100-22032559,MLLT10,CMC DLPFC Sp...,-5.08946,3.59e-07,0.001,0,0.136,0.038,0.823,Yes,Yes
chr10:22724353-22726858,LOC100499489,CMC DLPFC,-5.30221,1.14e-07,0.088,0.01,0.229,0.025,0.647,Yes,No
chr10:75434033-75457639,AGAP5,GTEx Adrenal...,-5.031,4.88e-07,0.003,0.006,0.007,0.014,0.971,Yes,Yes
chr10:75434033-75457639,AGAP5,PsychENCODE,5.22,1.79e-07,0,0.002,0.002,0.04,0.956,Yes,Yes
chr10:75434033-75457639,AGAP5,GTEx Thyroid,-5.165,2.4e-07,0.001,0.003,0.003,0.007,0.986,Yes,Yes
chr10:75458908-75490272,BMS1P4,CMC DLPFC,5.031,4.88e-07,0,0.006,0,0.014,0.98,Yes,Yes
chr10:75458909-75490245,RP11-574K11.28,PsychENCODE,5.012,5.39e-07,0,0.006,0,0.159,0.835,Yes,Yes
chr10:75463493-75473339,RP11-574K11.29,GTEx Thyroid,5.55613,2.76e-08,0.087,0.007,0.228,0.018,0.659,Yes,No
chr10:75491582-75493396,DUSP8P5,GTEx Adrenal...,-5.1876,2.13e-07,0.117,0.008,0.307,0.022,0.546,Yes,No
chr10:75532049-75540009,FUT11,PsychENCODE,5.9457,2.75e-09,0,0.041,0,0.263,0.696,No,No
chr10:75532379-75540009,FUT11,GTEx ACC ,4.857,1.19e-06,0.098,0.01,0.259,0.025,0.608,Yes,No
chr10:75532379-75540009,FUT11,GTEx Cerebel...,5.013,5.36e-07,0.018,0.006,0.048,0.015,0.912,Yes,Yes
chr10:75532379-75540009,FUT11,GTEx Cortex,7.0366,1.97e-12,0.002,0.004,0.006,0.01,0.979,Yes,Yes
chr10:75532379-75540009,FUT11,GTEx Frontal...,5.3849,7.25e-08,0.126,0.007,0.332,0.019,0.516,Yes,No
chr10:75532379-75540009,FUT11,GTEx Nucleus...,6.83867,7.99e-12,0.114,0.007,0.301,0.017,0.562,Yes,No
chr10:75532379-75540009,FUT11,GTEx Pituita...,4.857,1.19e-06,0.033,0.012,0.088,0.031,0.835,Yes,Yes
chr10:75532379-75540009,FUT11,GTEx Thyroid,5.35596,8.51e-08,0,0.005,0,0.011,0.984,Yes,Yes
chr10:75572258-75634349,CAMK2G,CMC DLPFC Sp...,-5.28532,1.25e-07,0,0.004,0,0.009,0.988,Yes,Yes
chr10:75572258-75634349,CAMK2G,CMC DLPFC Sp...,5.25105,1.51e-07,0.001,0.004,0.002,0.01,0.983,Yes,Yes
chr10:76969912-76991206,VDAC2,GTEx Adrenal...,-5.211,1.88e-07,0.001,0.001,0.475,0.28,0.244,No,No
chr10:76969912-76991206,VDAC2,GTEx Whole B...,-5.4447,5.19e-08,0,0,0,0.152,0.847,Yes,Yes
chr10:77169085-77171600,RP11-399K21.14,GTEx Frontal...,4.9298,8.23e-07,0,0,0.873,0.079,0.048,Yes,No
chr10:98981929-99052430,ARHGAP19,CMC DLPFC,-5.975,2.3e-09,0,0,0.027,0.058,0.915,Yes,Yes
chr10:98981930-99030421,ARHGAP19,GTEx Thyroid,-5.975,2.3e-09,0,0,0,0.06,0.94,Yes,Yes
chr10:99079021-99081672,FRAT1,CMC DLPFC,-4.88407,1.04e-06,0,0,0.041,0.057,0.902,Yes,Yes
chr10:99079022-99081672,FRAT1,PsychENCODE,-4.903,9.44e-07,0,0,0,0.978,0.022,No,No
chr10:99092253-99094458,FRAT2,CMC DLPFC,-5.6807,1.34e-08,0,0,0.001,0.042,0.958,Yes,Yes
chr10:99092255-99094458,FRAT2,PsychENCODE,-5.4918,3.98e-08,0,0,0,0.468,0.532,No,No
chr10:99185917-99193198,PGAM1,GTEx Thyroid,-4.91324,8.96e-07,0,0.001,0,0.999,0,No,No
chr10:99624757-99790585,CRTAC1,PsychENCODE,5.158,2.5e-07,0,0.003,0,0.075,0.922,Yes,Yes
chr10:100011780-100016332,RP11-34A14.3,GTEx Thyroid,5.064,4.11e-07,0,0.005,0,0.014,0.98,Yes,Yes
chr10:104179558-104182893,FBXL15,NTR Blood,-5.6261,1.84e-08,0,0,0.84,0.081,0.079,Yes,No
chr10:104221149-104236802,TMEM180,GTEx ACC ,-5.1628,2.43e-07,0,0,0.807,0.112,0.081,Yes,No
chr10:104221149-104236802,TMEM180,GTEx Cerebel...,-4.8517,1.22e-06,0,0,0,0.993,0.007,No,No
chr10:104238986-104262482,ACTR1A,GTEx Putamen...,-4.8636,1.15e-06,0,0,0.043,0.404,0.553,No,No
chr10:104263744-104393292,SUFU,PsychENCODE,-6.5565,5.51e-11,0,0,0.047,0.07,0.883,Yes,Yes
chr10:104402549-104403897,RP11-47A8.5,GTEx Caudate...,5.37,7.87e-08,0,0,0.739,0.223,0.037,No,No
chr10:104402549-104403897,RP11-47A8.5,GTEx Cortex,6.5695,5.05e-11,0,0,0.381,0.113,0.505,Yes,No
chr10:104402549-104403897,RP11-47A8.5,GTEx Nucleus...,5.44974,5.04e-08,0,0,0.068,0.016,0.916,Yes,Yes
chr10:104402549-104403897,RP11-47A8.5,PsychENCODE,6.3032,2.92e-10,0,0,0.737,0.063,0.199,Yes,No
chr10:104402549-104403897,RP11-47A8.5,GTEx Thyroid,5.79248,6.94e-09,0,0,0.458,0.1,0.442,Yes,No
chr10:104404253-104418164,TRIM8,GTEx ACC ,5.9675,2.41e-09,0,0,0.338,0.072,0.589,Yes,No
chr10:104404253-104418164,TRIM8,PsychENCODE,7.0395,1.93e-12,0,0,0,0.005,0.995,Yes,Yes
chr10:104433483-104474190,ARL3,CMC DLPFC,5.11317,3.17e-07,0,0,0.081,0.877,0.042,No,No
chr10:104605352-104605707,PTGES3P4,GTEx Adrenal...,-5.6737,1.4e-08,0,0,0.65,0.079,0.271,Yes,No
chr10:104613980-104624718,C10orf32,GTEx Amygdal...,-5.1677,2.37e-07,0,0,0.8,0.092,0.108,Yes,No
chr10:104674342-104675161,RP11-724N1.1,GTEx Hypotha...,5.7784,7.54e-09,0,0,0.107,0.05,0.843,Yes,Yes
chr10:104847773-104953063,NT5C2,CMC DLPFC,-5.22449,1.75e-07,0,0,0.037,0.96,0.003,No,No
chr10:105036920-105050108,INA,GTEx Cerebel...,-4.88,1.08e-06,0.321,0.029,0.33,0.029,0.292,Yes,No
chr10:106083127-106086762,RP11-127L20.3,GTEx Whole B...,-4.8958,9.79e-07,0,0,0.667,0.253,0.08,No,No
chr10:106400859-107024993,SORCS3,PsychENCODE,-6.1665,6.98e-10,0,0,0.036,0.045,0.92,Yes,Yes
chr10:106400859-107024993,SORCS3,GTEx Pituita...,-6.205,5.47e-10,0,0,0.049,0.949,0.002,No,No
chr10:118429614-118429996,RP11-498B4.5,GTEx Adrenal...,5.0853,3.67e-07,0.016,0.001,0.87,0.069,0.044,Yes,No
chr10:120352915-120355160,PRLHR,CMC DLPFC,-5.05918,4.21e-07,0,0,0.73,0.072,0.198,Yes,No
chr10:125425871-125454123,GPR26,PsychENCODE,-5.2992,1.16e-07,0,0,0,0.582,0.418,No,No
chr10:127408084-127452712,EDRF1,PsychENCODE,5.5553,2.77e-08,0.301,0.136,0.379,0.171,0.013,Yes,No
chr10:131265448-131566271,MGMT,GTEx Thyroid,-4.8345,1.33e-06,0,0.022,0,0.045,0.933,Yes,Yes
chr10:131265448-131566271,MGMT,GTEx Whole B...,-4.8909,1e-06,0,0.013,0,0.027,0.959,Yes,Yes
chr10:134973951-135039916,KNDC1,GTEx Cerebel...,4.93,8.39e-07,0.166,0.006,0.542,0.02,0.266,Yes,No
chr11:16799842-17035990,PLEKHA7,GTEx Whole B...,5.65782,1.53e-08,0.021,0.008,0.474,0.178,0.319,Yes,No
chr11:17035594-17074583,OR7E14P,GTEx Whole B...,5.44343,5.23e-08,0,0.034,0.001,0.757,0.207,No,No
chr11:17099277-17229530,PIK3C2A,PsychENCODE,5.1718,2.32e-07,0.097,0.01,0.707,0.071,0.115,Yes,No
chr11:17298285-17353070,NUCB2,CMC DLPFC Sp...,4.937,7.93e-07,0.049,0.007,0.221,0.033,0.691,Yes,No
chr11:17407406-17410878,KCNJ11,GTEx Nucleus...,-5.5129,3.53e-08,0.034,0.02,0.126,0.072,0.748,Yes,No
chr11:28042167-28129794,KIF18A,GTEx Thyroid,5.484,4.16e-08,0,0,0.523,0.46,0.017,No,No
chr11:28129795-28355054,METTL15,PsychENCODE,-5.43667,5.43e-08,0,0,0,1,0,No,No
chr11:28129797-28355054,METTL15,CMC DLPFC,-5.29185,1.21e-07,0,0,0,0.937,0.063,No,No
chr11:28129856-28355054,METTL15,GTEx Adrenal...,-5.387,7.16e-08,0,0,0.818,0.146,0.037,Yes,No
chr11:28129856-28355054,METTL15,GTEx Amygdal...,-6.4206,1.36e-10,0,0,0.754,0.093,0.153,Yes,No
chr11:28129856-28355054,METTL15,GTEx Caudate...,-6.2455,4.22e-10,0,0,0.719,0.113,0.168,Yes,No
chr11:30344598-30359774,ARL14EP,GTEx Caudate...,-5.2644,1.41e-07,0,0.001,0.122,0.428,0.449,No,No
chr11:30344598-30359774,ARL14EP,GTEx Cerebel...,-5.173,2.3e-07,0,0.001,0.077,0.484,0.438,No,No
chr11:30344598-30359774,ARL14EP,GTEx Cerebel...,-5.6374,1.73e-08,0,0.001,0,0.425,0.574,No,No
chr11:30344598-30359774,ARL14EP,GTEx Cortex,-5.0739,3.9e-07,0.001,0.001,0.48,0.279,0.239,No,No
chr11:30344598-30359774,ARL14EP,GTEx Frontal...,-5.2808,1.29e-07,0.002,0,0.655,0.165,0.178,Yes,No
chr11:30344598-30359774,ARL14EP,GTEx Hippoca...,-5.173,2.3e-07,0.002,0,0.877,0.047,0.073,Yes,No
chr11:30344598-30359774,ARL14EP,GTEx Nucleus...,-8.3457,7.08e-17,0.002,0,0.8,0.091,0.107,Yes,No
chr11:30344598-30359774,ARL14EP,GTEx Pituita...,-5.2813,1.28e-07,0,0.001,0,0.425,0.574,No,No
chr11:30406040-30608419,MPPED2,PsychENCODE,-5.10266,3.35e-07,0,0,0,1,0,No,No
chr11:30406040-30608419,MPPED2,GTEx Thyroid,-6.6693,2.57e-11,0,0,0.315,0.646,0.039,No,No
chr11:30851916-31391357,DCDC1,GTEx Adrenal...,-5.35867,8.38e-08,0,0,0.137,0.015,0.847,Yes,Yes
chr11:30851916-31391357,DCDC1,GTEx Thyroid,-6.60376,4.01e-11,0,0,0.53,0.091,0.38,Yes,No
chr11:30964748-31391357,DCDC1,CMC DLPFC,-5.119,3.07e-07,0,0,0.901,0.072,0.027,Yes,No
chr11:31391376-31454382,DNAJC24,CMC DLPFC,7.65712,1.9e-14,0,0,0.411,0.335,0.254,No,No
chr11:31391376-31454382,DNAJC24,CMC DLPFC Sp...,4.994,5.91e-07,0,0,0.015,0.984,0,No,No
chr11:31391376-31454382,DNAJC24,CMC DLPFC Sp...,-4.979,6.39e-07,0,0,0.007,0.993,0,No,No
chr11:31391376-31454382,DNAJC24,CMC DLPFC Sp...,-6.627,3.43e-11,0,0,0.232,0.715,0.054,No,No
chr11:31391387-31453396,DNAJC24,PsychENCODE,6.12589,9.02e-10,0,0,0,0.996,0.004,No,No
chr11:31453948-31531169,IMMP1L,CMC DLPFC Sp...,4.867,1.13e-06,0,0,0.902,0.071,0.027,Yes,No
chr11:31658875-31789501,Z83001.1,PsychENCODE,-5.66554,1.47e-08,0,0,0.002,0.998,0.001,No,No
chr11:38520545-38521736,RP11-63D14.1,GTEx Whole B...,-4.835,1.33e-06,0.023,0.011,0.199,0.094,0.674,Yes,No
chr11:45669238-45687206,CHST1,CMC DLPFC Sp...,4.8831,1.04e-06,0,0,0.481,0.414,0.106,No,No
chr11:45825623-45834566,SLC35C1,YFS Blood,5.0464,4.5e-07,0,0,0,0.396,0.604,No,No
chr11:46698630-46722149,ARHGAP1,GTEx Cortex,6.2706,3.6e-10,0,0,0.378,0.069,0.553,Yes,No
chr11:46722368-46727462,ZNF408,PsychENCODE,6.013,1.82e-09,0,0,0,0.059,0.941,Yes,Yes
chr11:46722368-46727462,ZNF408,GTEx Thyroid,5.94,2.85e-09,0,0,0.682,0.037,0.281,Yes,No
chr11:46764598-46867843,CKAP5,GTEx Cortex,5.1468,2.65e-07,0,0,0.494,0.168,0.337,Yes,No
chr11:46878419-46940193,LRP4,GTEx Nucleus...,-5.1573,2.51e-07,0,0,0.551,0.227,0.222,No,No
chr11:46878419-46940193,LRP4,PsychENCODE,-5.3371,9.44e-08,0,0,0,0.025,0.975,Yes,Yes
chr11:46878419-46940193,LRP4,GTEx Thyroid,5.29544,1.19e-07,0,0,0.005,0.309,0.686,No,No
chr11:46958239-47185931,C11orf49,CMC DLPFC Sp...,-6.154,7.56e-10,0,0,0,0.037,0.963,Yes,Yes
chr11:47236492-47260768,DDB2,NTR Blood,6.3938,1.62e-10,0,0,0.082,0.039,0.88,Yes,Yes
chr11:47260853-47270457,ACP2,PsychENCODE,-4.85954,1.18e-06,0,0,0.569,0.348,0.083,No,No
chr11:47269851-47290396,NR1H3,GTEx Substan...,-6.385,1.71e-10,0,0,0.538,0.012,0.45,Yes,No
chr11:47290926-47351582,MADD,CMC DLPFC Sp...,-6.011,1.84e-09,0,0,0.893,0.012,0.095,Yes,No
chr11:47608198-47610746,FAM180B,GTEx Thyroid,-7.18281,6.83e-13,0.001,0,0.744,0.037,0.218,Yes,No
chr11:47749098-47749189,snoU13,GTEx Pituita...,-5.7935,6.89e-09,0.001,0,0.571,0.048,0.38,Yes,No
chr11:49168186-49230222,FOLH1,CMC DLPFC,5.44988,5.04e-08,0,0,0,0.016,0.984,Yes,Yes
chr11:49168187-49230222,FOLH1,PsychENCODE,4.84445,1.27e-06,0,0,0,1,0,No,No
chr11:55635045-55642013,RP11-738O11.13,PsychENCODE,-5.00691,5.53e-07,0,0.069,0,0.232,0.699,No,No
chr11:57067112-57092426,TNKS1BP1,GTEx Adrenal...,7.46537,8.31e-14,0,0,0.083,0.025,0.892,Yes,Yes
chr11:57364860-57382326,SERPING1,GTEx Thyroid,-6.335,2.37e-10,0,0,0.587,0.395,0.019,No,No
chr11:57364860-57382326,SERPING1,YFS Blood,5.8323,5.47e-09,0,0,0,0.988,0.012,No,No
chr11:57405497-57420263,AP000662.4,GTEx Thyroid,-6.95737,3.47e-12,0,0,0,0.262,0.738,No,No
chr11:57424488-57429340,CLP1,GTEx Whole B...,8.11,5.06e-16,0,0,0.013,0.012,0.975,Yes,Yes
chr11:57435219-57468659,ZDHHC5,YFS Blood,8.11,5.06e-16,0,0,0,0.012,0.988,Yes,Yes
chr11:57471181-57479673,MED19,CMC DLPFC Sp...,-5.8025,6.53e-09,0,0,0.608,0.032,0.361,Yes,No
chr11:57471186-57479681,MED19,GTEx Adrenal...,-6.5231,6.89e-11,0,0,0.486,0.041,0.472,Yes,No
chr11:57471186-57479681,MED19,GTEx Cerebel...,-5.61481,1.97e-08,0,0,0.092,0.372,0.536,No,No
chr11:57471186-57479681,MED19,GTEx Thyroid,-6.63435,3.26e-11,0,0,0,0.008,0.992,Yes,Yes
chr11:57471186-57479681,MED19,GTEx Whole B...,-4.86042,1.17e-06,0,0,0.001,0.994,0.005,No,No
chr11:57520715-57587018,CTNND1,PsychENCODE,-7.821,5.24e-15,0,0,0,0.181,0.818,Yes,Yes
chr11:61066923-61110045,DDB1,GTEx Substan...,-7.65807,1.89e-14,0,0,0.768,0.036,0.196,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Adrenal...,-6.458,1.06e-10,0,0,0.889,0.071,0.04,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Amygdal...,-6.139,8.3e-10,0,0,0.818,0.135,0.047,Yes,No
chr11:61159159-61166335,TMEM216,GTEx ACC ,-6.139,8.3e-10,0,0,0.863,0.09,0.046,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Caudate...,-7.5378,4.78e-14,0,0,0.196,0.762,0.042,No,No
chr11:61159159-61166335,TMEM216,GTEx Cortex,-6.139,8.3e-10,0,0,0.879,0.078,0.044,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Frontal...,-6.139,8.3e-10,0,0,0.925,0.027,0.048,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Hippoca...,-6.3801,1.77e-10,0,0,0.816,0.127,0.057,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Hypotha...,-5.93215,2.99e-09,0,0,0.526,0.438,0.035,No,No
chr11:61159159-61166335,TMEM216,GTEx Putamen...,-6.81933,9.15e-12,0,0,0.754,0.147,0.099,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Substan...,-6.91942,4.53e-12,0,0,0.811,0.104,0.084,Yes,No
chr11:61159159-61166335,TMEM216,PsychENCODE,-6.433,1.25e-10,0,0,0,1,0,No,No
chr11:61159159-61166335,TMEM216,GTEx Pituita...,-6.062,1.34e-09,0,0,0.798,0.164,0.037,Yes,No
chr11:61159159-61166335,TMEM216,GTEx Thyroid,-6.321,2.6e-10,0,0,0.828,0.145,0.026,Yes,No
chr11:61159831-61166335,TMEM216,CMC DLPFC,-6.232,4.61e-10,0,0,0.201,0.792,0.006,No,No
chr11:61248592-61258403,PPP1R32,GTEx Thyroid,5.78109,7.42e-09,0,0,0.747,0.214,0.039,No,No
chr11:61276272-61278482,LRRC10B,GTEx Cerebel...,-6.327,2.5e-10,0,0,0.871,0.084,0.045,Yes,No
chr11:61276272-61278482,LRRC10B,PsychENCODE,-5.50436,3.71e-08,0,0,0.046,0.953,0.002,No,No
chr11:61282785-61348620,SYT7,GTEx Cerebel...,-6.327,2.5e-10,0,0,0.109,0.886,0.005,No,No
chr11:61306988-61308769,RP11-794G24.1,GTEx Cerebel...,-6.327,2.5e-10,0,0,0.891,0.066,0.042,Yes,No
chr11:61520121-61555990,MYRF,GTEx Whole B...,6.977,3.02e-12,0,0,0,1,0,No,No
chr11:61535973-61560274,TMEM258,PsychENCODE,8.86157,7.89e-19,0,0,0,0.029,0.971,Yes,Yes
chr11:61535973-61560108,TMEM258,GTEx Whole B...,7.4872,7.04e-14,0,0,0.007,0.048,0.945,Yes,Yes
chr11:61556410-61560069,C11orf10,NTR Blood,7.957,1.76e-15,0,0,0,0.996,0.004,No,No
chr11:61560108-61564714,FEN1,CMC DLPFC,8.821,1.13e-18,0,0,0.001,0.166,0.833,Yes,Yes
chr11:61560275-61564716,FEN1,GTEx Adrenal...,-8.31085,9.5e-17,0,0,0.509,0.042,0.449,Yes,No
chr11:61567096-61584529,FADS1,CMC DLPFC,-8.821,1.13e-18,0,0,0,0.166,0.834,Yes,Yes
chr11:61567099-61596790,FADS1,GTEx Cerebel...,-6.7965,1.07e-11,0,0,0,0.015,0.985,Yes,Yes
chr11:61567099-61596790,FADS1,GTEx Cerebel...,-9.2211,2.94e-20,0,0,0,0.033,0.967,Yes,Yes
chr11:61567099-61596790,FADS1,GTEx Frontal...,-9.047,1.47e-19,0,0,0.034,0.025,0.941,Yes,Yes
chr11:61567099-61596790,FADS1,GTEx Hippoca...,-7.8019,6.1e-15,0,0,0.269,0.031,0.7,Yes,No
chr11:61567099-61596790,FADS1,PsychENCODE,-8.84918,8.82e-19,0,0,0,0.044,0.956,Yes,Yes
chr11:61567099-61596790,FADS1,GTEx Thyroid,-9.249,2.27e-20,0,0,0,0.003,0.997,Yes,Yes
chr11:61567099-61596790,FADS1,YFS Blood,7.2381,4.55e-13,0,0,0,0.999,0.001,No,No
chr11:61583697-61634820,FADS2,NTR Blood,5.069,4e-07,0,0,0,1,0,No,No
chr11:61583728-61634826,FADS2,GTEx Pituita...,6.2094,5.32e-10,0,0,0.313,0.051,0.636,Yes,No
chr11:61583728-61634826,FADS2,GTEx Thyroid,5.069,4e-07,0,0,0,1,0,No,No
chr11:61583728-61634826,FADS2,GTEx Whole B...,6.33664,2.35e-10,0,0,0,1,0,No,No
chr11:61640991-61659523,FADS3,GTEx Cerebel...,-9.249,2.27e-20,0,0,0.001,0.003,0.996,Yes,Yes
chr11:61640997-61659006,FADS3,CMC DLPFC Sp...,5.3578,8.43e-08,0,0,0.708,0.048,0.244,Yes,No
chr11:63706466-63724800,NAA40,GTEx Whole B...,5.16379,2.42e-07,0,0,0.033,0.869,0.098,No,No
chr11:64037302-64052176,BAD,PsychENCODE,5.01222,5.38e-07,0,0,0.804,0.179,0.016,Yes,No
chr11:64037810-64056972,GPR137,GTEx Whole B...,6.62085,3.57e-11,0,0,0.734,0.141,0.125,Yes,No
chr11:64058797-64067503,KCNK4,GTEx Nucleus...,5.5489,2.88e-08,0,0,0.853,0.079,0.067,Yes,No
chr11:64812301-64826021,NAALADL1,GTEx Amygdal...,5.308,1.11e-07,0.091,0.003,0.205,0.005,0.695,Yes,No
chr11:65306029-65325699,LTBP3,CMC DLPFC Sp...,5.288,1.24e-07,0,0.002,0,0.003,0.995,Yes,Yes
chr11:65306029-65325699,LTBP3,CMC DLPFC Sp...,-5.223,1.76e-07,0.001,0.002,0.003,0.004,0.989,Yes,Yes
chr11:68451247-68458643,GAL,GTEx Cerebel...,4.99569,5.86e-07,0.085,0.38,0.013,0.059,0.463,Yes,No
chr11:68474908-68519032,MTL5,GTEx Thyroid,-5.20335,1.96e-07,0,0.191,0,0.033,0.776,Yes,No
chr11:68671318-68708069,IGHMBP2,CMC DLPFC,-4.83485,1.33e-06,0.147,0.693,0.026,0.122,0.013,Yes,No
chr11:73019334-73080136,ARHGEF17,YFS Blood,5.818,5.96e-09,0,0,0,0.351,0.648,No,No
chr11:73019610-73080136,ARHGEF17,GTEx Whole B...,5.60246,2.11e-08,0,0,0,0.432,0.568,No,No
chr11:73019662-73080425,ARHGEF17,CMC DLPFC Sp...,-6.4211,1.35e-10,0,0,0.03,0.178,0.792,Yes,No
chr11:73087308-73108518,RELT,NTR Blood,5.064,4.11e-07,0,0,0,0.97,0.03,No,No
chr11:73087309-73108517,RELT,GTEx Adrenal...,4.9858,6.17e-07,0,0,0.632,0.099,0.268,Yes,No
chr11:73087309-73108519,RELT,PsychENCODE,5.846,5.04e-09,0,0,0,0.758,0.241,No,No
chr11:73087309-73108517,RELT,GTEx Thyroid,5.61249,1.99e-08,0,0,0.208,0.125,0.666,Yes,No
chr11:73111532-73309234,FAM168A,PsychENCODE,-6.31948,2.62e-10,0,0,0,0.816,0.183,No,No
chr11:73111532-73309234,FAM168A,GTEx Whole B...,5.867,4.44e-09,0,0,0.118,0.254,0.627,No,No
chr11:73121531-73121727,RP11-809N8.4,GTEx Whole B...,5.8724,4.3e-09,0,0,0,0.337,0.663,No,No
chr11:73357223-73373864,PLEKHB1,PsychENCODE,5.04752,4.48e-07,0,0,0,0.999,0.001,No,No
chr11:73498361-73576178,MRPL48,YFS Blood,5.1031,3.34e-07,0,0,0,0.977,0.023,No,No
chr11:82535408-82612733,PRCP,NTR Blood,5.1105,3.21e-07,0.824,0.161,0.006,0.001,0.008,Yes,No
chr11:82972501-82997414,CCDC90B,CMC DLPFC Sp...,4.9867,6.14e-07,0,0,0.374,0.266,0.36,No,No
chr11:82972501-82997414,CCDC90B,CMC DLPFC Sp...,-5.1009,3.38e-07,0,0,0.357,0.281,0.362,No,No
chr11:83354645-83432028,RP11-160H12.2,GTEx Thyroid,-4.97514,6.52e-07,0,0,0.005,0.992,0.003,No,No
chr11:85668727-85780924,PICALM,GTEx Whole B...,4.84075,1.29e-06,0.185,0.036,0.565,0.111,0.102,Yes,No
chr11:89057521-89322779,NOX4,CMC DLPFC Sp...,-5.276,1.32e-07,0,0,0.066,0.932,0.002,No,No
chr11:89057521-89322779,NOX4,CMC DLPFC Sp...,5.276,1.32e-07,0,0,0.384,0.605,0.011,No,No
chr11:112830002-112834182,RP11-629G13.1,PsychENCODE,-6.996,2.63e-12,0,0,0.632,0.357,0.011,No,No
chr11:112832022-113149158,NCAM1,GTEx Adrenal...,5.248,1.54e-07,0,0,0.924,0.034,0.042,Yes,No
chr11:112832022-113149158,NCAM1,GTEx Putamen...,-7.26808,3.65e-13,0,0,0.889,0.057,0.055,Yes,No
chr11:112832022-113149158,NCAM1,GTEx Thyroid,5.228,1.71e-07,0,0,0.016,0.983,0.001,No,No
chr11:113140254-113144623,NCAM1-AS1,GTEx Thyroid,5.248,1.54e-07,0,0,0.007,0.993,0,No,No
chr11:113185251-113254266,TTC12,GTEx Adrenal...,4.87916,1.07e-06,0,0,0,1,0,No,No
chr11:113185251-113254266,TTC12,GTEx Amygdal...,7.5476,4.43e-14,0,0,0.01,0.989,0.001,No,No
chr11:113185251-113254266,TTC12,GTEx ACC ,6.7939,1.09e-11,0,0,0.002,0.998,0,No,No
chr11:113185251-113254266,TTC12,GTEx Caudate...,7.3064,2.74e-13,0,0,0,1,0,No,No
chr11:113185251-113254266,TTC12,GTEx Cerebel...,6.5476,5.85e-11,0,0,0.042,0.955,0.002,No,No
chr11:113185251-113254266,TTC12,GTEx Cortex,6.8133,9.54e-12,0,0,0,1,0,No,No
chr11:113185251-113254266,TTC12,GTEx Frontal...,8.1797,2.84e-16,0,0,0.001,0.999,0,No,No
chr11:113185251-113254266,TTC12,GTEx Hippoca...,6.2339,4.55e-10,0,0,0.007,0.992,0.001,No,No
chr11:113185251-113254266,TTC12,GTEx Hypotha...,5.91098,3.4e-09,0,0,0.001,0.999,0,No,No
chr11:113185251-113254266,TTC12,GTEx Nucleus...,5.2826,1.27e-07,0,0,0.001,0.999,0,No,No
chr11:113185251-113254266,TTC12,GTEx Putamen...,5.45178,4.99e-08,0,0,0.038,0.953,0.008,No,No
chr11:113185251-113254266,TTC12,GTEx Substan...,6.70106,2.07e-11,0,0,0.019,0.978,0.003,No,No
chr11:113185251-113254266,TTC12,GTEx Pituita...,5.692,1.26e-08,0,0,0,1,0,No,No
chr11:113185251-113254266,TTC12,GTEx Thyroid,4.90355,9.41e-07,0,0,0,1,0,No,No
chr11:113239200-113239839,RP11-159N11.4,PsychENCODE,-5.45011,5.03e-08,0,0,0,1,0,No,No
chr11:113239299-113239839,RP11-159N11.4,GTEx Caudate...,7.2032,5.88e-13,0,0,0.175,0.808,0.017,No,No
chr11:113239299-113239839,RP11-159N11.4,GTEx Cerebel...,6.67189,2.53e-11,0,0,0.484,0.493,0.023,No,No
